ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3623	"Pcbp4"	NA	chrNC_000075.7	+	106340329	106341211	106340526	106341211	106339706	106339876	3623	2893,2573,2470	114,117,145	2306,2624,2897	88,144,93	297	100	0.219725411285	0.7395609493646241	0.895,0.881,0.852	0.898,0.86,0.913	-0.014
3624	"Abhd14b"	NA	chrNC_000075.7	+	106327112	106327430	106327202	106327430	106324935	106325023	3624	65,54,54	3,0,3	85,74,46	8,2,10	190	100	0.00857949631196	0.1306783190148461	0.919,1.0,0.905	0.848,0.951,0.708	0.106
3625	"Abhd14b"	NA	chrNC_000075.7	+	106327112	106327430	106327202	106327430	106325410	106325527	3625	64,54,57	81,48,61	85,71,50	96,53,37	190	100	0.253798902456	0.7876841399281777	0.294,0.372,0.33	0.318,0.414,0.416	-0.051
3626	"Abhd14a"	NA	chrNC_000075.7	-	106317819	106318109	106317819	106318055	106321004	106321141	3626	27,20,35	22,33,19	39,24,32	23,34,20	154	100	0.74409855992	1.0	0.443,0.282,0.545	0.524,0.314,0.51	-0.026
3627	"Abhd14a"	NA	chrNC_000075.7	-	106317819	106318109	106317819	106318055	106321025	106321141	3627	43,49,54	295,342,355	77,40,54	436,288,303	154	100	0.413660108265	0.9637068678616889	0.086,0.085,0.09	0.103,0.083,0.104	-0.01
3628	"Abhd14a"	NA	chrNC_000075.7	-	106322724	106323033	106322724	106323028	106324569	106324723	3628	8,12,24	2,4,5	18,16,23	1,10,4	105	100	0.635264944265	1.0	0.792,0.741,0.821	0.945,0.604,0.846	-0.014
3629	"Atp2c1"	NA	chrNC_000075.7	-	105371613	105371796	105371613	105371681	105372091	105372332	3629	362,380,330	6,2,3	382,355,564	2,3,1	215	100	0.231151360277	0.7580559919442462	0.966,0.989,0.981	0.989,0.982,0.996	-0.01
3630	"Aste1"	NA	chrNC_000075.7	+	105278657	105278885	105278674	105278885	105273743	105275057	3630	1,2,0	24,30,32	2,2,0	36,26,21	117	100	0.571307055567	1.0	0.034,0.054,0.0	0.045,0.062,0.0	-0.006
3631	"Nek11"	NA	chrNC_000075.7	-	105270047	105270359	105270047	105270280	105272394	105272476	3631	161,263,247	8,9,6	332,209,195	20,2,8	179	100	0.526868909084	1.0	0.918,0.942,0.958	0.903,0.983,0.932	-0.0
3632	"Mrpl3"	NA	chrNC_000075.7	+	104931619	104931804	104931713	104931804	104930466	104930711	3632	485,418,462	0,3,2	409,461,499	0,3,2	194	100	1	1.0	1.0,0.986,0.992	1.0,0.988,0.992	-0.001
3633	"Uba5"	NA	chrNC_000075.7	-	103926721	103926878	103926721	103926800	103927033	103927169	3633	3,7,5	330,298,292	4,12,13	294,306,328	178	100	0.0735635738547	0.41702593556819795	0.005,0.013,0.01	0.008,0.022,0.022	-0.008
3634	"Tmem108"	NA	chrNC_000075.7	-	103486909	103486995	103486909	103486991	103569917	103570369	3634	236,326,398	31,44,62	481,334,307	68,53,32	104	100	0.77683885406	1.0	0.88,0.877,0.861	0.872,0.858,0.902	-0.005
3635	"Tmem108"	NA	chrNC_000075.7	-	103486909	103486995	103486909	103486991	103630053	103630166	3635	145,110,115	165,134,122	115,148,138	115,150,134	104	100	0.299743507866	0.8539382108644279	0.458,0.441,0.475	0.49,0.487,0.498	-0.034
3637	"Ryk"	NA	chrNC_000075.7	+	102763192	102763327	102763201	102763327	102758852	102758953	3637	259,282,282	157,167,178	310,249,213	244,162,116	109	100	0.482858720737	1.0	0.602,0.608,0.592	0.538,0.585,0.628	0.017
3638	"Afdn"	NA	chrNC_000083.7	+	14027538	14027654	14027541	14027654	14024200	14024396	3638	72,71,61	77,65,81	72,68,68	82,52,60	103	100	0.336552627995	0.8938042359941072	0.476,0.515,0.422	0.46,0.559,0.524	-0.043
3639	"Afdn"	NA	chrNC_000083.7	+	14029193	14029357	14029196	14029357	14027538	14027654	3639	40,56,21	18,18,14	43,41,33	14,14,21	103	100	0.88040550114	1.0	0.683,0.751,0.593	0.749,0.74,0.604	-0.022
3640	"Afdn"	NA	chrNC_000083.7	+	14111224	14111260	14111227	14111260	14108243	14109239	3640	23,48,16	2,4,2	22,42,71	0,0,5	103	100	0.0855020451094	0.45498656985276914	0.918,0.921,0.886	1.0,1.0,0.932	-0.069
3642	"Ppp2r3a"	NA	chrNC_000075.7	-	101000486	101002106	101000486	101001733	101002221	101002328	3642	23,12,19	0,1,0	25,15,43	0,1,2	473	100	0.898973764253	1.0	1.0,0.717,1.0	1.0,0.76,0.82	0.046
3645	"Dzip1l"	NA	chrNC_000075.7	+	99536835	99536943	99536912	99536943	99532966	99533107	3645	2,12,22	215,188,228	12,6,2	240,178,140	177	100	0.081358694525	0.43925869569788845	0.005,0.035,0.052	0.027,0.019,0.008	0.013
3646	"Dzip1l"	NA	chrNC_000075.7	+	99545578	99545769	99545581	99545769	99541685	99543158	3646	0,0,0	0,0,1	2,2,2	0,0,0	103	100	1	1.0	NA,NA,0.0	1.0,1.0,1.0	-1.0
3647	"Dzip1l"	NA	chrNC_000075.7	+	99545578	99545769	99545581	99545769	99544993	99545210	3647	70,66,83	105,101,129	80,55,55	137,111,101	103	100	0.21163602399	0.728422958191996	0.393,0.388,0.384	0.362,0.325,0.346	0.044
3648	"Dzip1l"	NA	chrNC_000075.7	+	99546234	99547907	99547767	99547907	99545578	99545769	3648	318,143,434	197,233,262	629,313,205	239,230,179	1633	100	0.00658591469332	0.11224177996558214	0.09,0.036,0.092	0.139,0.077,0.066	-0.021
3649	"Cep70"	NA	chrNC_000075.7	+	99128275	99128419	99128319	99128419	99125214	99125543	3649	20,3,14	20,12,11	4,13,13	21,15,18	144	100	0.399987359548	0.9504277705762398	0.41,0.148,0.469	0.117,0.376,0.334	0.067
3650	"Cep70"	NA	chrNC_000075.7	+	99128275	99128419	99128319	99128419	99125549	99125937	3650	8,1,7	4,2,5	3,4,5	3,3,5	144	100	0.675083972198	1.0	0.581,0.258,0.493	0.41,0.481,0.41	0.01
3651	"Cep70"	NA	chrNC_000075.7	+	99178065	99178226	99178079	99178226	99173577	99173748	3651	1,4,1	34,20,31	5,3,2	37,28,47	114	100	0.423941662755	0.9742626479382196	0.025,0.149,0.028	0.106,0.086,0.036	-0.009
3652	"Cep70"	NA	chrNC_000075.7	+	99182519	99184717	99183313	99184717	99181780	99181853	3652	3,6,3	0,1,0	46,10,26	0,0,0	894	100	1	1.0	1.0,0.402,1.0	1.0,1.0,1.0	-0.199
3653	"Rdm1"	NA	chrNC_000077.7	+	101524546	101524726	101524627	101524726	101521645	101521805	3653	3,3,2	54,63,78	3,0,5	142,53,87	181	100	0.575618696303	1.0	0.03,0.026,0.014	0.012,0.0,0.031	0.009
3654	"Rdm1"	NA	chrNC_000077.7	+	101524546	101524726	101524627	101524726	101523840	101523968	3654	3,1,6	1,1,0	2,0,7	0,0,1	181	100	1	1.0	0.624,0.356,1.0	1.0,NA,0.795	-0.237
3657	"Nmnat3"	NA	chrNC_000075.7	+	98236071	98236217	98236074	98236217	98178602	98178785	3657	2,1,4	5,0,1	3,2,6	1,1,1	103	100	0.177154807205	0.6655203727387835	0.28,1.0,0.795	0.744,0.66,0.853	-0.061
3658	"Nmnat3"	NA	chrNC_000075.7	+	98236071	98236217	98236074	98236217	98178622	98179033	3658	8,18,7	3,12,2	15,7,13	4,0,3	103	100	0.0401464011007	0.3053159802421267	0.721,0.593,0.773	0.785,1.0,0.808	-0.169
3659	"Pxylp1"	NA	chrNC_000075.7	-	96742843	96743079	96742843	96743061	96771411	96771527	3659	0,4,0	0,1,0	0,1,1	1,0,0	118	100	1	1.0	NA,0.772,NA	0.0,1.0,1.0	0.105
3661	"Tfdp2"	NA	chrNC_000075.7	+	96155891	96155995	96155918	96155995	96105146	96105251	3661	85,76,69	0,0,1	57,44,38	1,0,0	127	100	1	1.0	1.0,1.0,0.982	0.978,1.0,1.0	0.001
3662	"Tfdp2"	NA	chrNC_000075.7	+	96155891	96155995	96155918	96155995	96114734	96114801	3662	127,118,106	2,0,1	107,87,60	2,1,1	127	100	0.684342574927	1.0	0.98,1.0,0.988	0.977,0.986,0.979	0.009
3665	"Tfdp2"	NA	chrNC_000075.7	+	96155891	96155995	96155918	96155995	96141305	96141353	3665	80,74,72	1,0,0	51,49,36	0,0,0	127	100	1	1.0	0.984,1.0,1.0	1.0,1.0,1.0	-0.005
3666	"Tfdp2"	NA	chrNC_000075.7	+	96179676	96179823	96179679	96179823	96177017	96177180	3666	32,45,29	49,64,50	28,30,13	71,76,33	103	100	0.0131394436339	0.1651534563122412	0.388,0.406,0.36	0.277,0.277,0.277	0.108
3667	"Srsf5"	NA	chrNC_000078.7	+	80996490	80997277	80996493	80997277	80996267	80996378	3667	501,577,435	2116,2460,2017	485,505,561	2822,2141,2514	103	100	0.30416592049	0.860208563902618	0.187,0.185,0.173	0.143,0.186,0.178	0.013
3668	"Srsf5"	NA	chrNC_000078.7	+	80996490	80997277	80996505	80997277	80996267	80996378	3668	825,963,745	48,69,37	864,829,1017	66,45,70	115	100	0.479622052845	1.0	0.937,0.924,0.946	0.919,0.941,0.927	0.007
3669	"Srsf5"	NA	chrNC_000078.7	+	80996493	80997277	80996505	80997277	80996267	80996378	3669	2440,2846,2327	48,69,37	3201,2465,2970	66,45,70	112	100	0.787628310985	1.0	0.978,0.974,0.983	0.977,0.98,0.974	0.001
3670	"Trpc1"	NA	chrNC_000075.7	-	95608477	95608609	95608477	95608588	95614059	95614262	3670	68,67,50	2,10,7	69,63,146	14,10,27	121	100	0.0308459845998	0.26207373244792104	0.966,0.847,0.855	0.803,0.839,0.817	0.07
3672	"Plod2"	NA	chrNC_000075.7	+	92460471	92463418	92463254	92463418	92455523	92455660	3672	26,18,5	561,518,607	27,9,22	896,487,462	2883	100	1	1.0	0.002,0.001,0.0	0.001,0.001,0.002	-0.0
3673	"Plod2"	NA	chrNC_000075.7	+	92475387	92475923	92475797	92475923	92473352	92473454	3673	26,30,41	659,574,568	91,49,44	924,449,576	510	100	0.000256789346638	0.013947961907903096	0.008,0.01,0.014	0.019,0.021,0.015	-0.008
3674	"Plscr4"	NA	chrNC_000075.7	+	92364694	92364918	92364727	92364918	92354954	92355065	3674	121,73,108	11,7,9	87,129,114	10,11,8	133	100	0.983965857225	1.0	0.892,0.887,0.9	0.867,0.898,0.915	-0.0
3677	"Zic4"	NA	chrNC_000075.7	+	91254657	91254745	91254660	91254745	91250879	91250947	3677	6,0,3	3,2,0	2,7,1	5,2,0	103	100	0.912931677723	1.0	0.66,0.0,1.0	0.28,0.773,1.0	-0.131
3678	"Zic4"	NA	chrNC_000075.7	+	91251026	91251279	91251146	91251279	91250881	91250947	3678	52,15,35	0,0,0	38,25,10	0,0,1	220	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.82	0.06
3679	"Zic4"	NA	chrNC_000075.7	+	91254657	91254745	91254660	91254745	91251026	91251279	3679	4,2,3	19,7,11	5,6,2	21,16,7	103	100	0.598828395279	1.0	0.17,0.217,0.209	0.188,0.267,0.217	-0.025
3680	"Zic4"	NA	chrNC_000075.7	+	91254657	91254745	91254660	91254745	91251286	91252879	3680	1,0,1	4,0,1	1,0,0	0,0,0	103	100	1	1.0	0.195,NA,0.493	1.0,NA,NA	-0.656
3681	"Zic4"	NA	chrNC_000075.7	+	91254657	91254745	91254660	91254745	91251286	91254102	3681	0,0,1	2,1,1	1,0,0	0,0,2	103	100	1	1.0	0.0,0.0,0.493	1.0,NA,0.0	-0.336
3682	"Rpap3"	NA	chrNC_000081.7	-	97589062	97589211	97589062	97589191	97591094	97591165	3682	6,2,2	153,204,223	4,0,2	279,194,254	120	100	0.700906257772	1.0	0.032,0.008,0.007	0.012,0.0,0.007	0.009
3683	"Rpap3"	NA	chrNC_000081.7	-	97589062	97589211	97589062	97589191	97591984	97592106	3683	3,1,4	5,2,3	2,0,0	7,8,4	120	100	0.000108163616804	0.008443284988563138	0.333,0.294,0.526	0.192,0.0,0.0	0.32
3684	"Morf4l1"	NA	chrNC_000075.7	-	89985707	89985824	89985707	89985821	89989287	89989355	3684	210,208,149	15,35,26	140,178,287	19,15,45	103	100	0.850988694786	1.0	0.931,0.852,0.848	0.877,0.92,0.861	-0.009
3685	"Rasgrf1"	NA	chrNC_000075.7	+	89900422	89902483	89902365	89902483	89899088	89899168	3685	2,12,2	0,34,20	19,2,144	33,6,277	2043	100	0.716421440184	1.0	1.0,0.017,0.005	0.027,0.016,0.025	0.318
3686	"Cnot2"	NA	chrNC_000076.7	-	116373125	116373348	116373125	116373183	116384937	116385010	3686	45,90,76	62,68,56	116,93,108	83,75,78	265	100	0.285170434623	0.8290066667362136	0.215,0.333,0.339	0.345,0.319,0.343	-0.04
3687	"Cnot2"	NA	chrNC_000076.7	-	116373125	116373353	116373125	116373183	116384937	116385010	3687	40,85,61	62,68,56	99,84,89	83,75,78	270	100	0.351166399175	0.9058527560578784	0.193,0.316,0.287	0.306,0.293,0.297	-0.033
3688	"Cnot2"	NA	chrNC_000076.7	-	116373125	116373353	116373125	116373348	116384937	116385010	3688	1,12,5	6,17,20	11,11,16	28,20,35	105	100	0.579200847942	1.0	0.137,0.402,0.192	0.272,0.344,0.303	-0.063
3689	"Cnot2"	NA	chrNC_000076.7	-	116384937	116385080	116384937	116385010	116416385	116416441	3689	60,53,71	1,0,1	77,67,77	2,3,1	170	100	0.145270168753	0.6076694477691905	0.972,1.0,0.977	0.958,0.929,0.978	0.028
3690	"Cnot2"	NA	chrNC_000076.7	-	116384937	116385080	116384937	116385010	116417357	116417416	3690	99,105,97	17,19,17	102,93,97	27,29,22	170	100	0.0437502408173	0.31964980010782035	0.774,0.765,0.77	0.69,0.654,0.722	0.081
3691	"Abca17"	NA	chrNC_000083.7	-	24486523	24486711	24486523	24486653	24498021	24498216	3691	0,2,0	0,0,0	0,0,0	0,0,1	158	100	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
3692	"Abca17"	NA	chrNC_000083.7	-	24519264	24519420	24519264	24519399	24522365	24522961	3692	0,6,0	0,0,0	0,0,2	0,0,2	121	100	1	1.0	NA,1.0,NA	NA,NA,0.452	0.548
3693	"Abca17"	NA	chrNC_000083.7	-	24519264	24519420	24519264	24519399	24526419	24526574	3693	0,6,0	0,1,0	0,1,0	0,0,0	121	100	1	1.0	NA,0.832,NA	NA,1.0,NA	-0.168
3696	"Syncrip"	NA	chrNC_000075.7	-	88331416	88336348	88331416	88336345	88338415	88338782	3696	242,254,229	35,41,44	223,249,246	45,45,26	103	100	0.882054723407	1.0	0.87,0.857,0.835	0.828,0.843,0.902	-0.004
3697	"Fn3krp"	NA	chrNC_000077.7	+	121316329	121316472	121316380	121316472	121315751	121315903	3697	7,11,9	181,199,225	20,6,8	296,236,196	151	100	0.915914957274	1.0	0.025,0.035,0.026	0.043,0.017,0.026	0.0
3698	"Snap91"	NA	chrNC_000075.7	-	86663622	86663772	86663622	86663757	86665352	86665487	3698	131,169,85	200,325,133	123,139,471	102,182,1040	115	100	0.300376928462	0.8545337427961051	0.363,0.311,0.357	0.512,0.399,0.283	-0.054
3699	"Prss35"	NA	chrNC_000075.7	+	86625576	86625859	86625681	86625859	86625291	86625412	3699	0,1,1	0,0,3	2,0,0	0,0,4	205	100	1	1.0	NA,1.0,0.14	1.0,NA,0.0	0.07
3700	"Dop1a"	NA	chrNC_000075.7	+	86383926	86384036	86383953	86384036	86382848	86382948	3700	30,35,42	8,10,1	45,33,16	1,3,28	127	100	0.871366268512	1.0	0.747,0.734,0.971	0.973,0.896,0.31	0.091
3701	"Dop1a"	NA	chrNC_000075.7	+	86394610	86395232	86394613	86395232	86389556	86389790	3701	26,21,21	6,7,7	12,22,28	9,5,8	103	100	0.650815177078	1.0	0.808,0.744,0.744	0.564,0.81,0.773	0.05
3702	"Dop1a"	NA	chrNC_000075.7	+	86394610	86395232	86394613	86395232	86392667	86392804	3702	2,8,1	1,0,0	4,0,1	3,6,8	103	100	3.74499432576e-08	3.0533059602270555e-05	0.66,1.0,1.0	0.564,0.0,0.108	0.663
3703	"Dop1a"	NA	chrNC_000075.7	+	86430853	86432220	86432055	86432220	86427293	86427446	3703	204,171,188	0,1,0	204,137,190	0,0,0	1302	100	1	1.0	1.0,0.929,1.0	1.0,1.0,1.0	-0.024
3704	"Ibtk"	NA	chrNC_000075.7	-	85604327	85604505	85604327	85604502	85606099	85606277	3704	45,53,51	19,16,15	56,41,41	27,27,7	103	100	0.477448901875	1.0	0.697,0.763,0.767	0.668,0.596,0.85	0.038
3705	"Ttk"	NA	chrNC_000075.7	+	83735136	83735228	83735139	83735228	83732624	83732761	3705	0,0,0	12,5,2	2,1,0	6,1,2	103	100	0.80888323277	1.0	0.0,0.0,0.0	0.244,0.493,0.0	-0.246
3707	"Gm2065"	NA	chrNC_000075.7	+	83002186	83002389	83002189	83002389	82996986	82997080	3707	233,225,258	28,18,14	152,250,96	9,18,2	103	100	0.0928221086514	0.4780219897198441	0.89,0.924,0.947	0.943,0.931,0.979	-0.031
3708	"Gm2065"	NA	chrNC_000075.7	+	83002186	83002389	83002189	83002389	82996986	83000068	3708	63,39,54	16,17,16	25,62,17	1,9,4	103	100	0.0054843817629	0.10112958899061758	0.793,0.69,0.766	0.96,0.87,0.805	-0.129
3709	"Myo6"	NA	chrNC_000075.7	+	80177675	80177877	80177787	80177877	80177275	80177449	3709	3,8,0	0,1,1	0,7,6	0,4,3	212	100	1	1.0	1.0,0.791,0.0	NA,0.452,0.485	0.128
3710	"Senp6"	NA	chrNC_000075.7	+	80006167	80006188	80006174	80006188	80000818	80000923	3710	255,292,301	1,11,3	310,283,319	3,0,0	107	100	0.217963092684	0.7368181054409667	0.996,0.961,0.989	0.99,1.0,1.0	-0.015
3711	"Plxnb2"	NA	chrNC_000081.7	-	89039751	89040380	89039751	89040377	89040458	89040588	3711	272,297,379	153,135,205	306,328,163	171,185,90	103	100	0.521402120168	1.0	0.633,0.681,0.642	0.635,0.633,0.637	0.017
3712	"Plxnb2"	NA	chrNC_000081.7	-	89041837	89041998	89041837	89041893	89042103	89042258	3712	4056,3802,4338	7,1,3	4651,3505,2450	3,3,0	205	100	1	1.0	0.996,0.999,0.999	0.999,0.998,1.0	-0.001
3713	"Plxnb2"	NA	chrNC_000081.7	-	89042829	89042986	89042829	89042908	89043161	89043308	3713	3309,3146,3282	11,3,13	3862,3149,2022	5,2,2	178	100	1	1.0	0.994,0.998,0.993	0.998,0.999,0.998	-0.003
3714	"Exoc5"	NA	chrNC_000080.7	-	49256858	49257024	49256858	49256979	49260655	49260764	3714	0,2,3	150,137,135	4,0,2	128,141,146	145	100	1	1.0	0.0,0.01,0.015	0.021,0.0,0.009	-0.002
3715	"Slc17a5"	NA	chrNC_000075.7	-	78481931	78482035	78481931	78482019	78484311	78484545	3715	18,6,12	110,126,106	3,13,11	125,112,137	116	100	0.158147030489	0.6379103777897644	0.124,0.039,0.089	0.02,0.091,0.065	0.025
3716	"Slc17a5"	NA	chrNC_000075.7	-	78481931	78482054	78481931	78482019	78484311	78484545	3716	4,3,4	110,126,106	1,4,2	125,112,137	135	100	0.220809218287	0.7409272756518613	0.026,0.017,0.027	0.006,0.026,0.011	0.009
3717	"Slc17a5"	NA	chrNC_000075.7	-	78481931	78482054	78481931	78482035	78484311	78484545	3717	2,2,2	16,5,10	1,2,2	3,11,11	119	100	0.63566191926	1.0	0.095,0.252,0.144	0.219,0.133,0.133	0.002
3720	"Mlip"	NA	chrNC_000075.7	-	77136766	77138311	77136766	77138236	77146673	77147066	3720	2,8,1	6,3,7	0,6,11	4,5,28	175	100	0.824434813068	1.0	0.16,0.604,0.075	0.0,0.407,0.183	0.083
3721	"Dock9"	NA	chrNC_000080.7	-	121829223	121829360	121829223	121829291	121831747	121831795	3721	1,0,5	10,38,39	9,5,6	25,15,193	169	100	0.168204569726	0.6526128756019538	0.056,0.0,0.071	0.176,0.165,0.018	-0.077
3722	"Dock9"	NA	chrNC_000080.7	-	121835053	121835168	121835053	121835165	121837099	121837233	3722	32,48,20	22,41,27	25,28,113	24,23,153	103	100	0.390212787688	0.9398713747470775	0.585,0.532,0.418	0.503,0.542,0.418	0.024
3724	"Rnf215"	NA	chrNC_000077.7	+	4087173	4087368	4087211	4087368	4086711	4086797	3724	6,11,9	179,144,168	10,15,22	164,193,116	138	100	0.0116698249313	0.1557107752398828	0.024,0.052,0.037	0.042,0.053,0.121	-0.034
3726	"Arpp19"	NA	chrNC_000075.7	+	74963916	74967595	74964446	74967595	74959514	74959637	3726	4102,4447,4195	0,0,0	4085,4243,4218	1,0,0	630	100	1	1.0	1.0,1.0,1.0	0.998,1.0,1.0	0.001
3727	"Pigb"	NA	chrNC_000075.7	-	72929556	72929768	72929556	72929614	72930510	72930562	3727	74,80,115	1,0,0	101,88,110	1,0,4	254	100	0.384980283794	0.9359455987934916	0.967,1.0,1.0	0.975,1.0,0.915	0.026
3728	"Pigb"	NA	chrNC_000075.7	-	72929556	72929768	72929556	72929614	72936847	72936988	3728	37,51,66	0,0,4	63,57,82	0,0,5	254	100	0.926403418091	1.0	1.0,1.0,0.867	1.0,1.0,0.866	0.0
3729	"Tex9"	NA	chrNC_000075.7	-	72387205	72387283	72387205	72387280	72387878	72388057	3729	0,1,0	3,2,4	0,0,0	14,8,2	103	100	1	1.0	0.0,0.327,0.0	0.0,0.0,0.0	0.109
3730	"Zfp280d"	NA	chrNC_000075.7	+	72205963	72206130	72205983	72206130	72203256	72203317	3730	0,2,6	53,63,52	4,0,0	66,42,63	120	100	0.135006116013	0.5865393955087711	0.0,0.026,0.088	0.048,0.0,0.0	0.022
3731	"Tcf12"	NA	chrNC_000075.7	-	71763586	71763819	71763586	71763816	71765765	71765928	3731	368,391,379	42,36,43	402,435,349	31,50,44	103	100	0.970348584878	1.0	0.895,0.913,0.895	0.926,0.894,0.885	-0.001
3732	"Tcf12"	NA	chrNC_000075.7	-	71775353	71775560	71775353	71775557	71776280	71776352	3732	130,132,131	5,9,7	128,120,97	8,13,4	103	100	0.334046984448	0.891854956091876	0.962,0.934,0.948	0.94,0.9,0.959	0.015
3733	"Tcf12"	NA	chrNC_000075.7	-	71775353	71775560	71775353	71775557	71777355	71777429	3733	208,206,259	12,21,11	209,213,162	9,22,26	103	100	0.0741818585372	0.4188799505061859	0.944,0.905,0.958	0.958,0.904,0.858	0.029
3737	"Mindy2"	NA	chrNC_000075.7	-	70506295	70512571	70506295	70512568	70514739	70514940	3737	218,229,233	4,10,11	358,271,300	11,23,14	103	100	0.135842393892	0.5874833426566393	0.981,0.957,0.954	0.969,0.92,0.954	0.016
3738	"Mindy2"	NA	chrNC_000075.7	-	70506295	70512960	70506295	70512568	70514739	70514940	3738	4,1,9	4,10,11	10,9,11	11,23,14	492	100	0.52709130091	1.0	0.169,0.02,0.143	0.156,0.074,0.138	-0.012
3739	"Mindy2"	NA	chrNC_000075.7	-	70506295	70512960	70506295	70512571	70514739	70514940	3739	4,1,9	218,229,233	10,9,11	358,271,300	489	100	1	1.0	0.004,0.001,0.008	0.006,0.007,0.007	-0.002
3740	"Mindy2"	NA	chrNC_000075.7	-	70524045	70524206	70524045	70524188	70534036	70534139	3740	3,2,2	241,284,265	2,0,2	339,312,290	118	100	1	1.0	0.01,0.006,0.006	0.005,0.0,0.006	0.004
3741	"Rnf111"	NA	chrNC_000075.7	-	70336833	70336961	70336833	70336937	70338212	70338308	3741	46,56,46	99,100,84	60,45,26	93,117,94	124	100	0.273804117814	0.8115426498668213	0.273,0.311,0.306	0.342,0.237,0.182	0.043
3742	"Rnf111"	NA	chrNC_000075.7	-	70349553	70349706	70349553	70349679	70350683	70351032	3742	4,0,5	172,166,133	3,1,5	122,167,153	127	100	0.930551044042	1.0	0.018,0.0,0.029	0.019,0.005,0.025	-0.001
3743	"Rnf111"	NA	chrNC_000075.7	-	70357567	70357823	70357567	70357820	70360782	70361099	3743	92,82,86	50,62,49	53,65,71	57,49,59	103	100	0.0448038835426	0.3249895529588594	0.641,0.562,0.63	0.474,0.563,0.539	0.086
3744	"Fam81a"	NA	chrNC_000075.7	-	70032205	70033359	70032205	70032479	70033468	70033565	3744	41,60,54	300,413,351	77,26,130	576,305,701	980	100	0.920077271521	1.0	0.014,0.015,0.015	0.013,0.009,0.019	0.001
3746	"Bnip2"	NA	chrNC_000075.7	+	69914324	69915539	69914345	69915539	69911587	69911623	3746	19,3,13	668,574,561	11,21,18	413,550,289	121	100	0.00199268642007	0.05378650637336397	0.023,0.004,0.019	0.022,0.031,0.049	-0.019
3748	"Ice2"	NA	chrNC_000075.7	+	69314398	69314648	69314546	69314648	69307758	69307863	3748	96,70,89	9,12,11	76,93,72	13,13,3	248	100	0.821248075138	1.0	0.811,0.702,0.765	0.702,0.743,0.906	-0.024
3749	"Ice2"	NA	chrNC_000075.7	+	69335514	69335856	69335597	69335856	69334132	69334183	3749	11,6,3	38,34,65	7,3,8	42,71,32	183	100	0.663925542607	1.0	0.137,0.088,0.025	0.083,0.023,0.12	0.008
3750	"Rora"	NA	chrNC_000075.7	+	69280370	69280503	69280373	69280503	69278496	69278618	3750	62,62,54	0,2,0	82,51,65	0,0,4	103	100	0.656466404405	1.0	1.0,0.968,1.0	1.0,1.0,0.94	0.009
3753	"Tpm1"	NA	chrNC_000075.7	-	66929871	66931847	66929871	66930723	66938310	66938380	3753	2974,3358,2367	3107,2437,3073	2954,2804,5199	2326,2693,1268	1224	100	0.000342944116914	0.016567171869477818	0.073,0.101,0.059	0.094,0.078,0.251	-0.063
3754	"Rps27l"	NA	chrNC_000075.7	+	66855920	66855999	66855922	66855999	66854868	66854979	3754	15,16,15	0,2,0	15,13,7	2,0,1	102	100	0.700222527684	1.0	1.0,0.887,1.0	0.88,1.0,0.873	0.045
3755	"Usp3"	NA	chrNC_000075.7	-	66449794	66449908	66449794	66449895	66451227	66451310	3755	132,130,110	0,1,0	109,155,188	1,4,2	113	100	0.611828688569	1.0	1.0,0.991,1.0	0.99,0.972,0.988	0.014
3756	"Herc1"	NA	chrNC_000075.7	+	66325650	66325990	66325677	66325990	66323465	66323637	3756	0,3,2	38,29,19	0,0,4	29,29,60	127	100	0.424746017846	0.97477613578152	0.0,0.075,0.077	0.0,0.0,0.05	0.034
3757	"Herc1"	NA	chrNC_000075.7	+	66349184	66349361	66349187	66349361	66347077	66347188	3757	16,15,7	26,11,16	6,15,21	17,7,27	103	100	0.749396833424	1.0	0.374,0.57,0.298	0.255,0.675,0.43	-0.039
3758	"Herc1"	NA	chrNC_000075.7	+	66357984	66358760	66358008	66358760	66355293	66355814	3758	23,14,9	23,18,17	22,28,40	16,16,27	124	100	0.0160106862118	0.1842235300347456	0.446,0.385,0.299	0.526,0.585,0.544	-0.175
3759	"Herc1"	NA	chrNC_000075.7	+	66375041	66375255	66375063	66375255	66374664	66374935	3759	56,68,50	2,2,2	54,38,116	3,2,13	122	100	0.0174183399794	0.19228930582521842	0.958,0.965,0.953	0.937,0.94,0.88	0.04
3760	"Herc1"	NA	chrNC_000075.7	+	66376208	66376465	66376259	66376465	66375041	66375255	3760	4,5,14	46,44,38	7,2,0	64,46,82	151	100	0.00051688530718	0.0220508528503739	0.054,0.07,0.196	0.068,0.028,0.0	0.075
3761	"Taf1"	NA	chrNC_000086.8	+	100584365	100584607	100584428	100584607	100582673	100582793	3761	95,91,77	31,49,58	142,86,92	54,63,77	163	100	0.496358154016	1.0	0.653,0.533,0.449	0.617,0.456,0.423	0.046
