ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
983	"Emd"	NA	chrNC_000086.8	+	73298813	73299136	73298813	73298921	73299058	73299136	983	8,34,3	559,696,546	1,5,36	774,556,569	237	100	0.911583330273	1.0	0.006,0.02,0.002	0.001,0.004,0.026	-0.001
984	"Emd"	NA	chrNC_000086.8	+	73299058	73299482	73299058	73299136	73299348	73299482	984	94,238,35	619,765,597	36,57,203	911,602,617	312	100	0.034706707541	0.22036446976430277	0.046,0.091,0.018	0.013,0.029,0.095	0.006
985	"Emd"	NA	chrNC_000086.8	+	73300483	73301353	73300483	73300530	73300612	73301353	985	62,170,32	775,851,664	23,61,153	991,680,728	182	100	0.306498400938	0.7642185810158382	0.042,0.099,0.026	0.013,0.047,0.104	0.001
986	"Emd"	NA	chrNC_000086.8	+	73300483	73301353	73300483	73300733	73300973	73301353	986	1531,1742,1287	13,13,7	1891,1402,1505	4,4,9	340	100	0.013480080731	0.12269937119921591	0.972,0.975,0.982	0.993,0.99,0.98	-0.011
987	"Heatr6"	NA	chrNC_000077.7	+	83655711	83656986	83655711	83655849	83656678	83656986	987	17,12,14	81,65,75	17,12,20	105,89,71	929	100	0.880839452851	1.0	0.022,0.019,0.02	0.017,0.014,0.029	0.0
988	"Gm32650"	NA	chrNC_000077.7	+	83423390	83424150	83423390	83423506	83424086	83424150	988	1,0,0	0,0,1	0,0,0	4,1,0	680	100	1	1.0	1.0,NA,0.0	0.0,0.0,NA	0.5
989	"Gm32650"	NA	chrNC_000077.7	+	83423390	83424150	83423390	83423509	83424086	83424150	989	1,0,0	0,0,0	0,0,0	0,0,1	677	100	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
990	"Nle1"	NA	chrNC_000077.7	-	82795065	82795810	82795065	82795201	82795617	82795810	990	58,46,63	40,48,59	47,45,86	40,35,51	516	100	0.252172525442	0.6829761382216128	0.219,0.157,0.171	0.185,0.199,0.246	-0.028
1000	"Gm11419"	NA	chrNC_000077.7	+	81859618	81866977	81859618	81862624	81866856	81866977	1000	0,3,2	0,0,0	8,2,16	1,0,0	4332	100	1	1.0	NA,1.0,1.0	0.156,1.0,1.0	0.281
1002	"Neto1"	NA	chrNC_000084.7	+	86411109	86414035	86411109	86412519	86412730	86414035	1002	8,8,0	1,0,0	2,13,15	0,0,3	311	100	1	1.0	0.72,1.0,NA	1.0,1.0,0.617	-0.012
1003	"Neto1"	NA	chrNC_000084.7	+	86411109	86414035	86411109	86413201	86413335	86414035	1003	57,56,29	5,2,0	24,39,129	1,4,3	234	100	0.791522262958	1.0	0.83,0.923,1.0	0.911,0.806,0.948	0.029
1007	"Crlf3"	NA	chrNC_000077.7	-	79939417	79946034	79939417	79939530	79945956	79946034	1007	573,330,433	1,0,0	612,498,606	0,0,0	6526	100	1	1.0	0.898,1.0,1.0	1.0,1.0,1.0	-0.034
1008	"Sdf2"	NA	chrNC_000077.7	+	78145676	78146310	78145676	78145701	78145815	78146310	1008	2154,2068,2434	10,15,21	2131,2258,1880	26,8,3	214	100	0.489549725973	0.9558400478932765	0.99,0.985,0.982	0.975,0.992,0.997	-0.002
1009	"Sdf2"	NA	chrNC_000077.7	+	78145676	78146310	78145676	78145737	78145815	78146310	1009	1700,1655,1935	95,89,112	1694,1760,1480	95,108,73	178	100	0.984621876972	1.0	0.91,0.913,0.907	0.909,0.902,0.919	0.0
1010	"Ankrd13b"	NA	chrNC_000077.7	-	77361310	77363005	77361310	77362649	77362839	77363005	1010	218,157,173	5,3,10	118,229,328	2,5,4	290	100	0.0613707913095	0.3108888069326787	0.938,0.947,0.856	0.953,0.94,0.966	-0.039
1011	"Ankrd13b"	NA	chrNC_000077.7	-	77361310	77363005	77361310	77362704	77362839	77363005	1011	168,112,131	3,2,4	85,180,217	3,0,1	235	100	0.0399280957876	0.23867466213334032	0.96,0.96,0.933	0.923,1.0,0.989	-0.02
1012	"Ankrd13b"	NA	chrNC_000077.7	-	77361310	77363204	77361310	77362649	77363127	77363204	1012	427,355,378	76,74,71	249,418,638	43,41,189	578	100	0.720621317731	1.0	0.493,0.454,0.479	0.5,0.638,0.369	-0.027
1013	"Ankrd13b"	NA	chrNC_000077.7	-	77361310	77363204	77361310	77362704	77363127	77363204	1013	377,310,336	58,47,35	216,369,527	30,23,90	523	100	0.533420373305	0.9884643820823515	0.554,0.558,0.647	0.579,0.754,0.528	-0.034
1014	"Ankrd13b"	NA	chrNC_000077.7	-	77361310	77363204	77361310	77362919	77363127	77363204	1014	227,204,211	14,4,14	143,201,325	15,11,17	308	100	0.282966035951	0.7333509260771913	0.84,0.943,0.83	0.756,0.856,0.861	0.047
1015	"Ankrd13b"	NA	chrNC_000077.7	-	77361310	77363204	77361310	77363005	77363127	77363204	1015	142,150,148	10,4,1	100,140,230	1,2,3	222	100	0.0171767141613	0.1403933473796051	0.865,0.944,0.985	0.978,0.969,0.972	-0.042
1016	"Ankrd13b"	NA	chrNC_000077.7	-	77361310	77363204	77361310	77363025	77363127	77363204	1016	128,142,134	2,4,8	93,134,225	4,0,11	202	100	0.729246370438	1.0	0.969,0.946,0.892	0.92,1.0,0.91	-0.008
1017	"Ankrd13b"	NA	chrNC_000077.7	-	77363274	77363703	77363274	77363438	77363550	77363703	1017	98,64,60	224,241,148	59,75,118	166,161,470	212	100	0.501188655724	0.9650291183531826	0.171,0.111,0.161	0.144,0.18,0.106	0.004
1018	"Efcab5"	NA	chrNC_000077.7	-	76993619	76995177	76993619	76993716	76994055	76995177	1018	5,6,5	5,0,0	2,19,21	3,1,2	439	100	0.292659273748	0.7448561073100858	0.186,1.0,1.0	0.132,0.812,0.705	0.179
1019	"Efcab5"	NA	chrNC_000077.7	-	76994055	76995177	76994055	76994339	76994923	76995177	1019	11,4,0	6,0,0	5,22,13	2,0,1	684	100	1	1.0	0.211,1.0,NA	0.268,1.0,0.655	-0.035
1020	"Efcab5"	NA	chrNC_000077.7	-	77027831	77029121	77027831	77028538	77028778	77029121	1020	10,8,2	2,0,0	4,13,10	0,0,0	340	100	1	1.0	0.595,1.0,1.0	1.0,1.0,1.0	-0.135
1022	"Zfp808"	NA	chrNC_000079.7	+	62318963	62321752	62318963	62320937	62321021	62321752	1022	15,13,16	3,10,10	46,17,23	18,19,14	184	100	0.609326174131	1.0	0.731,0.414,0.465	0.581,0.327,0.472	0.077
1024	"Camkk1"	NA	chrNC_000077.7	+	72928020	72928451	72928020	72928094	72928363	72928451	1024	24,30,19	50,65,46	21,54,91	68,82,168	369	100	0.417439423297	0.8747389877328895	0.115,0.111,0.101	0.077,0.151,0.128	-0.01
1025	"Gm54079"	NA	chrNC_000086.8	-	8729225	8742887	8729225	8740562	8742795	8742887	1025	32,11,29	0,4,5	9,30,10	6,5,1	2333	100	0.292802916399	0.7448561073100858	1.0,0.105,0.199	0.06,0.205,0.3	0.246
1026	"Gm46287"	NA	chrNC_000077.7	+	72656308	72656778	72656308	72656633	72656679	72656778	1026	0,0,1	0,0,0	4,2,0	0,2,1	146	100	1	1.0	NA,NA,1.0	1.0,0.407,0.0	0.531
1027	"Spns2"	NA	chrNC_000077.7	-	72342463	72344426	72342463	72343941	72344379	72344426	1027	6,11,5	46,56,18	3,7,57	39,40,232	538	100	0.443500453749	0.9056567583249178	0.024,0.035,0.049	0.014,0.032,0.044	0.006
1029	"Ggt6"	NA	chrNC_000077.7	+	72327964	72329392	72327964	72328167	72328517	72329392	1029	0,2,3	0,0,1	3,3,4	0,0,0	450	100	1	1.0	NA,1.0,0.4	1.0,1.0,1.0	-0.3
1031	"Gm34127"	NA	chrNC_000077.7	-	71708903	71709318	71708903	71709094	71709224	71709318	1031	3,2,4	0,0,1	0,4,1	0,0,0	230	100	1	1.0	1.0,1.0,0.635	NA,1.0,1.0	-0.122
1032	"Arrb2"	NA	chrNC_000077.7	+	70330989	70331654	70330989	70331101	70331581	70331654	1032	453,522,426	0,1,2	463,426,890	0,1,5	580	100	0.589968511153	1.0	1.0,0.989,0.973	1.0,0.987,0.968	0.002
1033	"Gps2"	NA	chrNC_000077.7	+	69804845	69805259	69804845	69804896	69805098	69805259	1033	123,142,197	20,17,25	159,182,152	19,21,16	302	100	0.419125118867	0.8776973077450118	0.671,0.734,0.723	0.735,0.742,0.759	-0.036
1034	"Fgf11"	NA	chrNC_000077.7	-	69686893	69689098	69686893	69688705	69688990	69689098	1034	97,157,141	0,9,5	454,113,722	7,1,11	385	100	0.0618303161971	0.31220923721288885	1.0,0.819,0.88	0.944,0.967,0.945	-0.052
1035	"Cntrob"	NA	chrNC_000077.7	-	69210178	69211234	69210178	69210295	69210683	69211234	1035	21,31,41	30,28,25	28,33,32	35,32,33	488	100	0.467603871232	0.9321305936129665	0.125,0.185,0.252	0.141,0.174,0.166	0.027
1036	"Aloxe3"	NA	chrNC_000077.7	+	69020830	69023662	69020830	69020956	69023558	69023662	1036	39,38,17	0,7,0	10,44,77	4,2,6	2702	100	0.077562621209	0.34998259526459996	1.0,0.167,1.0	0.085,0.449,0.322	0.437
1037	"Slc25a35"	NA	chrNC_000077.7	+	68858953	68859863	68858953	68859006	68859419	68859863	1037	444,300,366	1,0,4	311,367,230	2,4,5	513	100	0.0278014727584	0.18832118122180463	0.989,1.0,0.947	0.968,0.947,0.9	0.04
1038	"Slc25a35"	NA	chrNC_000077.7	+	68858953	68859863	68858953	68859006	68859578	68859863	1038	568,413,500	12,3,13	429,460,289	5,2,3	672	100	0.01295300527	0.11891526901169056	0.876,0.953,0.851	0.927,0.972,0.935	-0.051
1039	"Slc25a35"	NA	chrNC_000077.7	+	68858953	68859863	68858953	68859012	68859578	68859863	1039	568,413,500	1,0,0	429,460,289	0,0,0	666	100	1	1.0	0.988,1.0,1.0	1.0,1.0,1.0	-0.004
1040	"Gm32273"	NA	chrNC_000077.7	+	68848219	68848630	68848219	68848364	68848456	68848630	1040	7,6,5	2,0,3	6,5,13	1,0,1	192	100	0.00909642411981	0.09524491137212823	0.646,1.0,0.465	0.758,1.0,0.871	-0.173
1042	"Arhgef15"	NA	chrNC_000077.7	-	68833979	68835655	68833979	68834341	68835502	68835655	1042	23,21,10	0,2,0	14,20,28	0,0,0	1261	100	0.702110659035	1.0	1.0,0.454,1.0	1.0,1.0,1.0	-0.182
1044	"Dennd1c"	NA	chrNC_000083.7	-	57373731	57374116	57373731	57373942	57374048	57374116	1044	1,2,11	1,1,1	4,2,0	0,3,1	206	100	0.0750867079489	0.34825032170012216	0.327,0.493,0.842	1.0,0.244,0.0	0.139
1045	"Dennd1c"	NA	chrNC_000083.7	-	57373731	57374116	57373731	57373982	57374048	57374116	1045	1,2,8	0,0,2	4,2,0	2,0,0	166	100	1	1.0	1.0,1.0,0.707	0.546,1.0,NA	0.129
1046	"Dennd1c"	NA	chrNC_000083.7	-	57377112	57377448	57377112	57377184	57377407	57377448	1046	4,3,4	0,0,4	0,0,2	0,2,3	323	100	1	1.0	1.0,1.0,0.236	NA,0.0,0.171	0.66
1050	"Zfp287"	NA	chrNC_000077.7	-	62596275	62603045	62596275	62596417	62602975	62603045	1050	478,444,426	3,0,1	747,507,585	7,4,0	6658	100	0.114508082451	0.44303186923937354	0.705,1.0,0.865	0.616,0.656,1.0	0.099
1052	"Zfp287"	NA	chrNC_000077.7	-	62602975	62606202	62602975	62603045	62604490	62606202	1052	475,393,502	6,6,5	529,432,559	19,4,10	1545	100	0.110463200577	0.4358671116363399	0.837,0.809,0.867	0.643,0.875,0.783	0.071
1053	"Mfap4"	NA	chrNC_000077.7	+	61377735	61378087	61377735	61377832	61377904	61378087	1053	20,0,3	572,109,170	18,6,4	170,201,73	172	100	0.00515471668536	0.06659561395118323	0.02,0.0,0.01	0.058,0.017,0.031	-0.025
1054	"Kifc2"	NA	chrNC_000081.7	+	76544539	76544965	76544539	76544841	76544907	76544965	1054	82,120,61	2,0,0	121,81,487	0,1,2	166	100	1	1.0	0.961,1.0,1.0	1.0,0.98,0.993	-0.004
1055	"Kifc2"	NA	chrNC_000081.7	+	76546794	76547096	76546794	76546872	76546981	76547096	1055	41,58,33	60,128,44	57,51,159	132,59,396	209	100	0.458957256243	0.9248421691840076	0.246,0.178,0.264	0.171,0.293,0.161	0.021
1056	"Kifc2"	NA	chrNC_000081.7	+	76546794	76547096	76546794	76546872	76547032	76547096	1056	112,170,80	26,60,22	167,137,559	41,25,131	260	100	0.130652345732	0.48217415573201844	0.624,0.521,0.583	0.61,0.678,0.621	-0.06
1057	"Kifc2"	NA	chrNC_000081.7	+	76546794	76547096	76546794	76546872	76547038	76547096	1057	115,176,84	1,0,0	171,141,580	0,1,3	266	100	1	1.0	0.977,1.0,1.0	1.0,0.981,0.986	0.003
1058	"Kifc2"	NA	chrNC_000081.7	+	76546794	76547096	76546794	76546872	76547041	76547096	1058	115,176,84	1,4,1	171,141,580	1,1,3	269	100	0.205085826449	0.6227978926726275	0.977,0.942,0.969	0.985,0.981,0.986	-0.021
1060	"Aldh3a2"	NA	chrNC_000077.7	-	61115311	61119171	61115311	61115512	61119087	61119171	1060	38,17,19	1,0,0	44,9,37	0,0,1	3675	100	1	1.0	0.508,1.0,1.0	1.0,1.0,0.502	0.002
1061	"Llgl1"	NA	chrNC_000077.7	+	60603746	60605009	60603746	60603867	60603954	60605009	1061	677,787,786	202,192,246	1071,709,785	276,188,179	187	100	0.219456418887	0.6428479363892383	0.642,0.687,0.631	0.675,0.669,0.701	-0.028
1062	"Tom1l2"	NA	chrNC_000077.7	-	60131395	60132719	60131395	60132171	60132643	60132719	1062	153,87,87	9,7,5	201,157,124	8,16,11	572	100	0.683370135815	1.0	0.748,0.685,0.753	0.815,0.632,0.663	0.025
1063	"Col4a5"	NA	chrNC_000086.8	+	140258414	140258811	140258414	140258462	140258634	140258811	1063	630,507,577	28,39,57	707,644,311	92,25,32	272	100	0.414671516565	0.8717897238020079	0.892,0.827,0.788	0.739,0.904,0.781	0.028
1066	"Zfp692"	NA	chrNC_000077.7	+	58198337	58198830	58198337	58198587	58198798	58198830	1066	46,29,29	36,52,31	65,42,85	37,46,70	311	100	0.0999418445033	0.40791550291537987	0.291,0.152,0.231	0.361,0.227,0.281	-0.065
1067	"Zfp692"	NA	chrNC_000077.7	+	58198337	58198830	58198337	58198712	58198798	58198830	1067	30,15,17	1,1,2	33,29,53	1,1,3	186	100	0.8511075605	1.0	0.942,0.89,0.82	0.947,0.94,0.905	-0.047
1070	"Gm46261"	NA	chrNC_000077.7	-	56555524	56556110	56555524	56555761	56555853	56556110	1070	3,1,1	4,1,0	2,3,0	0,4,0	192	100	1	1.0	0.281,0.342,1.0	1.0,0.281,NA	-0.1
1071	"Gm46261"	NA	chrNC_000077.7	-	56555524	56556110	56555524	56555761	56555870	56556110	1071	3,1,1	0,0,0	4,3,0	0,0,1	209	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.0	0.333
1072	"Slc22a4"	NA	chrNC_000077.7	-	53877303	53879790	53877303	53877439	53879607	53879790	1072	1105,826,1286	427,546,660	1818,1349,695	634,532,442	2268	100	0.108575114826	0.4321424445993839	0.102,0.063,0.079	0.112,0.101,0.065	-0.011
1073	"Slc22a21"	NA	chrNC_000077.7	-	53851108	53851447	53851108	53851263	53851378	53851447	1073	5,3,19	0,0,0	8,3,17	2,0,0	215	100	1	1.0	1.0,1.0,1.0	0.65,1.0,1.0	0.117
1074	"Kif3a"	NA	chrNC_000077.7	+	53481543	53484357	53481543	53481552	53484200	53484357	1074	686,437,502	32,54,46	682,775,790	29,39,152	2748	100	0.841067914313	1.0	0.438,0.227,0.284	0.461,0.42,0.159	-0.03
1075	"Kif3a"	NA	chrNC_000077.7	+	53481543	53484357	53481543	53481552	53484221	53484357	1075	791,543,585	3,4,3	777,868,931	6,3,11	2769	100	0.26286971825	0.701277749602831	0.905,0.831,0.876	0.824,0.913,0.753	0.041
1076	"Gdf9"	NA	chrNC_000077.7	+	53323764	53324629	53323764	53323876	53324433	53324629	1076	4,9,0	2,3,0	2,2,4	1,3,1	657	100	1	1.0	0.233,0.313,NA	0.233,0.092,0.378	0.039
1077	"Uqcrq"	NA	chrNC_000077.7	-	53321362	53321658	53321362	53321529	53321614	53321658	1077	4200,4272,3820	122,141,140	3697,4153,4829	209,144,146	185	100	0.0842274002715	0.3692659368441718	0.949,0.942,0.937	0.905,0.94,0.947	0.012
1078	"Gm30366"	NA	chrNC_000077.7	+	52551378	52551900	52551378	52551504	52551814	52551900	1078	0,0,2	0,0,0	1,0,4	0,0,1	410	100	1	1.0	NA,NA,1.0	1.0,NA,0.494	0.253
1079	"Zswim8"	NA	chrNC_000080.7	+	20763950	20764935	20763950	20764636	20764738	20764935	1079	554,521,577	36,27,23	596,569,548	33,17,24	202	100	0.294682488913	0.7472917934573924	0.884,0.905,0.925	0.899,0.943,0.919	-0.016
1080	"Zfp2"	NA	chrNC_000077.7	-	50788091	50796513	50788091	50792118	50792222	50796513	1080	6,3,2	0,1,0	21,6,14	2,0,0	204	100	1	1.0	1.0,0.595,1.0	0.837,1.0,1.0	-0.081
1082	"Kcnh6"	NA	chrNC_000077.7	+	105910947	105911569	105910947	105911147	105911316	105911569	1082	0,0,0	0,1,0	0,0,3	0,0,0	269	100	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
1083	"Hnrnph1"	NA	chrNC_000077.7	+	50270647	50272424	50270647	50270791	50272285	50272424	1083	2824,1879,2742	467,422,434	2645,3065,2228	403,437,532	1594	100	0.724145234724	1.0	0.275,0.218,0.284	0.292,0.306,0.208	-0.01
1084	"Gm36411"	NA	chrNC_000077.7	+	49611007	49618477	49611007	49611189	49613677	49618477	1084	19,17,8	0,0,0	14,14,12	0,0,1	2588	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.317	0.228
1085	"Gm36411"	NA	chrNC_000077.7	+	49611007	49618477	49611007	49613731	49617740	49618477	1085	11,14,21	0,0,0	12,28,11	0,0,1	4109	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.211	0.263
1086	"Cnot6"	NA	chrNC_000077.7	-	49579991	49580178	49579991	49580085	49580173	49580178	1086	429,391,368	15,7,7	384,456,302	7,11,7	188	100	0.698479425769	1.0	0.938,0.967,0.965	0.967,0.957,0.958	-0.004
1087	"Fgd2"	NA	chrNC_000083.7	+	29583884	29584584	29583884	29583965	29584435	29584584	1087	2,1,0	1,2,0	6,2,0	0,2,0	570	100	1	1.0	0.26,0.081,NA	1.0,0.149,NA	-0.404
1088	"Trim41"	NA	chrNC_000077.7	-	48697229	48698673	48697229	48698402	48698497	48698673	1088	357,415,383	17,15,15	417,385,346	28,15,7	195	100	0.821323851827	1.0	0.915,0.934,0.929	0.884,0.929,0.962	0.001
1090	"Adra1b"	NA	chrNC_000077.7	-	43725966	43727687	43725966	43727108	43727619	43727687	1090	58,37,75	2,2,2	16,41,21	1,0,0	611	100	0.00366685663135	0.05389270021488715	0.826,0.752,0.86	0.724,1.0,1.0	-0.095
1091	"Pwwp2a"	NA	chrNC_000077.7	+	43574307	43575052	43574307	43574401	43574949	43575052	1091	18,32,34	0,2,0	21,22,33	0,0,0	648	100	1	1.0	1.0,0.712,1.0	1.0,1.0,1.0	-0.096
1092	"Pttg1"	NA	chrNC_000077.7	-	43311096	43312092	43311096	43311235	43311854	43312092	1092	158,159,251	1,5,0	332,225,199	0,1,2	719	100	0.158297592582	0.5363238036588215	0.956,0.816,1.0	1.0,0.969,0.933	-0.043
1093	"Pttg1"	NA	chrNC_000077.7	-	43311096	43312092	43311096	43311235	43311933	43312092	1093	176,188,289	676,832,779	372,250,228	965,716,751	798	100	0.0464891332274	0.2645669322568199	0.032,0.028,0.044	0.046,0.042,0.037	-0.007
1094	"Pttg1"	NA	chrNC_000077.7	-	43316409	43317066	43316409	43316508	43317000	43317066	1094	66,79,82	15,15,22	103,49,55	18,17,19	592	100	0.52221667671	0.9822013051207394	0.426,0.471,0.386	0.492,0.327,0.328	0.045
1095	"Pttg1"	NA	chrNC_000077.7	-	43316409	43317066	43316409	43316521	43317000	43317066	1095	66,76,78	0,0,0	89,43,53	1,0,0	579	100	1	1.0	1.0,1.0,1.0	0.939,1.0,1.0	0.02
1096	"Pttg1"	NA	chrNC_000077.7	-	43316409	43317066	43316409	43316508	43317015	43317066	1096	66,79,82	14,16,19	103,49,55	23,7,10	607	100	0.637385745716	1.0	0.437,0.449,0.416	0.425,0.536,0.475	-0.045
1098	"Pttg1"	NA	chrNC_000077.7	-	43316409	43317066	43316409	43316508	43317027	43317066	1098	66,79,82	110,145,138	103,49,55	171,128,87	619	100	0.577388750187	1.0	0.088,0.081,0.088	0.089,0.058,0.093	0.006
1099	"Pttg1"	NA	chrNC_000077.7	-	43316409	43317066	43316409	43316521	43317027	43317066	1099	66,76,78	2,6,1	89,43,53	3,3,3	606	100	0.803227517264	1.0	0.845,0.676,0.928	0.83,0.703,0.745	0.057
1113	"Gm39673"	NA	chrNC_000077.7	-	31661518	31662490	31661518	31661632	31661799	31662490	1113	29,20,25	5,6,1	46,30,15	0,1,0	267	100	3.18760412277e-06	0.0006383177255846925	0.685,0.555,0.904	1.0,0.918,1.0	-0.258
1114	"Foxred2"	NA	chrNC_000081.7	-	77839788	77842700	77839788	77840289	77840766	77842700	1114	18,20,12	26,20,35	17,14,53	24,26,39	577	100	0.1186810381	0.4529644855602	0.107,0.148,0.056	0.109,0.085,0.191	-0.025
1115	"Rps27a"	NA	chrNC_000077.7	-	29497680	29498040	29497680	29497745	29497840	29498040	1115	199,215,207	619,672,696	176,155,174	705,633,634	195	100	0.0598255756998	0.3070112542293943	0.142,0.141,0.132	0.113,0.112,0.123	0.022
1116	"Mtif2"	NA	chrNC_000077.7	+	29476396	29476843	29476396	29476487	29476692	29476843	1116	236,258,196	0,0,2	171,241,218	0,4,2	305	100	0.853698301362	1.0	1.0,1.0,0.97	1.0,0.952,0.973	0.015
1117	"Mtif2"	NA	chrNC_000077.7	+	29476396	29476843	29476396	29476565	29476692	29476843	1117	223,246,171	0,7,2	162,212,198	12,3,6	227	100	0.00727754306435	0.08448278252962826	1.0,0.939,0.974	0.856,0.969,0.936	0.051
1118	"Mtif2"	NA	chrNC_000077.7	+	29479928	29480692	29479928	29480154	29480580	29480692	1118	49,26,30	84,53,83	17,43,69	92,90,114	526	100	0.568444769228	1.0	0.1,0.085,0.064	0.034,0.083,0.103	0.01
1121	"Pus10"	NA	chrNC_000077.7	+	23667561	23668652	23667561	23667618	23668575	23668652	1121	53,61,36	47,54,55	69,60,81	50,43,42	1057	100	0.00632106698951	0.07755935721034947	0.096,0.097,0.058	0.115,0.117,0.154	-0.045
1126	"Xist"	NA	chrNC_000086.8	-	102503978	102511642	102503978	102504316	102509984	102511642	1126	18808,18448,14	78,95,0	27,14,2981	0,0,19	5768	100	0.883828660006	1.0	0.807,0.771,1.0	1.0,1.0,0.731	-0.051
1127	"Hus1"	NA	chrNC_000077.7	-	8943136	8946932	8943136	8946346	8946783	8946932	1127	420,451,464	8,7,7	432,455,332	6,6,4	537	100	0.442981371277	0.9053209638782679	0.907,0.923,0.925	0.931,0.934,0.939	-0.016
1128	"Hus1"	NA	chrNC_000077.7	-	8960496	8961191	8960496	8960624	8961058	8961191	1128	250,191,264	48,51,48	146,251,151	42,48,43	534	100	0.349694926826	0.8150633712532277	0.494,0.412,0.507	0.394,0.495,0.397	0.042
1129	"Tns3"	NA	chrNC_000077.7	-	8381651	8384638	8381651	8382705	8382750	8384638	1129	1173,1070,1436	165,140,184	1423,1380,822	149,152,60	145	100	0.00479348706642	0.06372752099921028	0.831,0.841,0.843	0.868,0.862,0.904	-0.04
1130	"Nacad"	NA	chrNC_000077.7	-	6549375	6552918	6549375	6549810	6549905	6552918	1130	124,128,69	0,3,1	94,135,334	2,0,8	195	100	0.222443796444	0.6455705831581305	1.0,0.956,0.973	0.96,1.0,0.955	0.005
1131	"Nacad"	NA	chrNC_000077.7	-	6549375	6552918	6549375	6549810	6552624	6552918	1131	1751,2134,1061	0,0,0	1467,1637,4577	0,1,0	2914	100	1	1.0	1.0,1.0,1.0	1.0,0.983,1.0	0.006
1132	"Xbp1"	NA	chrNC_000077.7	+	5474238	5474384	5474238	5474277	5474303	5474384	1132	297,295,217	13,13,47	298,332,326	35,16,9	126	100	0.181857379198	0.5832542972476397	0.948,0.947,0.786	0.871,0.943,0.966	-0.033
1134	"Tug1"	NA	chrNC_000077.7	-	3596556	3599021	3596556	3597078	3598752	3599021	1134	3015,3267,2912	2,0,0	3319,3090,3565	1,0,0	1774	100	1	1.0	0.988,1.0,1.0	0.995,1.0,1.0	-0.002
1136	"Smtn"	NA	chrNC_000077.7	-	3482597	3482854	3482597	3482676	3482760	3482854	1136	2,0,0	30,22,22	2,0,0	40,36,28	184	100	1	1.0	0.035,0.0,0.0	0.026,0.0,0.0	0.003
1137	"Sfi1"	NA	chrNC_000077.7	-	3081849	3082327	3081849	3082131	3082215	3082327	1137	66,45,55	69,63,78	69,69,78	98,53,79	184	100	0.292486048655	0.7448561073100858	0.342,0.28,0.277	0.277,0.414,0.349	-0.047
1138	"Sfi1"	NA	chrNC_000077.7	-	3082215	3083207	3082215	3082327	3083071	3083207	1138	139,91,100	0,0,0	170,123,245	0,0,1	844	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.967	0.011
1139	"Sfi1"	NA	chrNC_000077.7	-	3105398	3107936	3105398	3105496	3106771	3107936	1139	160,149,145	65,71,56	196,148,104	50,67,42	1375	100	0.286879786837	0.7382834032335325	0.152,0.132,0.158	0.222,0.138,0.153	-0.024
1140	"Sfi1"	NA	chrNC_000077.7	-	3106771	3107936	3106771	3106864	3107865	3107936	1140	163,139,144	41,66,48	185,195,127	78,36,57	1101	100	0.84418882511	1.0	0.265,0.161,0.214	0.177,0.33,0.168	-0.012
1141	"Aatf"	NA	chrNC_000077.7	-	84345772	84353902	84345772	84345899	84346050	84353902	1141	0,3,1	0,0,1	7,2,7	0,0,0	251	100	1	1.0	NA,1.0,0.285	1.0,1.0,1.0	-0.358
1143	"Dgka"	NA	chrNC_000076.7	-	128572009	128572587	128572009	128572145	128572444	128572587	1143	42,27,25	25,5,7	25,22,29	17,10,14	399	100	0.219644516118	0.6428479363892383	0.296,0.575,0.472	0.269,0.355,0.342	0.126
1144	"Dgka"	NA	chrNC_000076.7	-	128572009	128572587	128572009	128572145	128572513	128572587	1144	47,30,32	0,0,0	31,30,29	0,0,1	468	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.861	0.046
1145	"Dgka"	NA	chrNC_000076.7	-	128572009	128572587	128572009	128572145	128572542	128572587	1145	58,37,38	0,0,4	39,47,44	0,0,0	497	100	0.347586354612	0.8117104082921631	1.0,1.0,0.657	1.0,1.0,1.0	-0.114
1146	"Dgka"	NA	chrNC_000076.7	-	128572444	128572587	128572444	128572473	128572542	128572587	1146	27,19,18	7,0,0	29,31,27	4,0,3	169	100	1	1.0	0.695,1.0,1.0	0.811,1.0,0.842	0.014
1147	"Dgka"	NA	chrNC_000076.7	-	128572444	128572587	128572444	128572486	128572555	128572587	1147	26,21,16	2,2,0	26,29,26	0,0,2	169	100	0.391392822275	0.8544524622240736	0.885,0.861,1.0	1.0,1.0,0.885	-0.046
1148	"Rnf41"	NA	chrNC_000076.7	+	128273951	128277310	128273951	128274328	128274676	128277310	1148	1807,1982,1912	12,27,8	1870,1810,1950	7,14,15	448	100	0.273201442828	0.7198498542935132	0.971,0.942,0.982	0.984,0.967,0.967	-0.008
