ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2537	"Zfp62"	NA	chrNC_000077.7	+	49104416	49104473	49104416	49104469	49105890	49109641	2537	0,0,1	67,72,62	0,0,0	71,84,80	104	100	1	1.0	0.0,0.0,0.015	0.0,0.0,0.0	0.005
2538	"Zfp62"	NA	chrNC_000077.7	+	49104416	49105481	49104416	49104469	49105890	49109641	2538	75,50,42	67,72,62	58,62,116	71,84,80	1112	100	0.249095791405	0.7509597681192088	0.091,0.059,0.057	0.068,0.062,0.115	-0.013
2539	"Zfp62"	NA	chrNC_000077.7	+	49104416	49105481	49104416	49104473	49105890	49109641	2539	75,50,42	0,0,1	58,62,116	0,0,0	1108	100	1	1.0	1.0,1.0,0.791	1.0,1.0,1.0	-0.07
2541	"Col4a6"	NA	chrNC_000086.8	-	139952388	139952746	139952554	139952746	139951589	139951876	2541	47,17,84	221,147,286	47,79,12	309,263,83	266	100	0.718869970505	1.0	0.074,0.042,0.099	0.054,0.101,0.052	0.003
2543	"Cfap410"	NA	chrNC_000076.7	+	77815586	77815885	77815586	77815605	77816334	77816381	2543	133,194,180	137,217,207	166,158,106	176,208,215	380	100	0.0517907821142	0.3300817425860766	0.203,0.19,0.186	0.199,0.167,0.115	0.033
2544	"Sumo3"	NA	chrNC_000076.7	+	77441930	77442184	77441930	77442175	77445645	77445774	2544	11,8,11	783,791,749	12,9,11	799,821,810	109	100	0.966034938705	1.0	0.013,0.009,0.013	0.014,0.01,0.012	-0.0
2545	"Gm31006"	NA	chrNC_000081.7	+	66374259	66374495	66374259	66374335	66375826	66375902	2545	2,5,11	1,0,3	11,4,6	0,0,2	260	100	0.121775263086	0.5197530268113775	0.435,1.0,0.585	1.0,1.0,0.536	-0.172
2546	"Slc19a1"	NA	chrNC_000076.7	+	76869034	76869279	76869034	76869181	76874183	76874413	2546	16,8,6	52,52,51	16,17,8	98,68,94	198	100	0.545995406832	1.0	0.134,0.072,0.056	0.076,0.112,0.041	0.011
2547	"Slc19a1"	NA	chrNC_000076.7	+	76869034	76869284	76869034	76869181	76874183	76874413	2547	21,4,10	52,52,51	32,30,11	98,68,94	203	100	0.312031103849	0.8460947166634721	0.166,0.037,0.088	0.139,0.179,0.055	-0.027
2548	"Slc19a1"	NA	chrNC_000076.7	+	76869034	76869284	76869034	76869279	76874183	76874413	2548	10,1,7	5,5,3	20,13,11	4,0,8	105	100	0.0677376138867	0.37936683689117756	0.656,0.16,0.69	0.826,1.0,0.567	-0.296
2549	"Slc19a1"	NA	chrNC_000076.7	+	76877649	76878403	76877649	76878284	76878615	76878808	2549	126,160,190	1,1,8	202,191,157	2,3,0	219	100	0.0770547467469	0.40477882000376536	0.983,0.986,0.916	0.979,0.967,1.0	-0.02
2550	"Pcbp3"	NA	chrNC_000076.7	-	76620904	76621048	76620973	76621048	76617665	76617707	2550	159,229,165	316,309,262	139,185,299	258,274,304	169	100	0.277506057797	0.7965117386408929	0.229,0.305,0.271	0.242,0.285,0.368	-0.03
2552	"Pcnt"	NA	chrNC_000076.7	-	76210453	76211134	76210684	76211134	76205668	76205913	2552	9,10,12	26,48,24	12,5,6	41,39,32	331	100	0.152758972698	0.5856819954692858	0.095,0.059,0.131	0.081,0.037,0.054	0.038
2553	"Pcnt"	NA	chrNC_000076.7	-	76215996	76216273	76216050	76216273	76215738	76215889	2553	0,0,4	42,35,48	4,5,3	69,42,31	154	100	0.0193438859254	0.18933028201055588	0.0,0.0,0.051	0.036,0.072,0.059	-0.039
2554	"Pcnt"	NA	chrNC_000076.7	-	76262574	76262806	76262718	76262806	76258601	76259059	2554	0,0,1	32,17,41	0,0,0	32,28,23	244	100	1	1.0	0.0,0.0,0.01	0.0,0.0,0.0	0.003
2555	"Sptlc1"	NA	chrNC_000079.7	-	53512796	53512929	53512798	53512929	53508186	53508316	2555	377,369,315	3,12,9	332,286,249	6,10,6	102	100	0.776364480219	1.0	0.992,0.968,0.972	0.982,0.966,0.976	0.003
2557	"Sptlc1"	NA	chrNC_000079.7	-	53531107	53531401	53531328	53531401	53527997	53528105	2557	2,0,3	163,164,157	7,1,0	174,166,102	321	100	1	1.0	0.004,0.0,0.006	0.012,0.002,0.0	-0.001
2558	"Prpf4b"	NA	chrNC_000079.7	+	35085375	35086114	35085375	35085656	35086612	35086658	2558	945,904,1043	0,0,0	1130,1060,1073	0,0,1	558	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.995	0.002
2559	"Prpf4b"	NA	chrNC_000079.7	+	35085375	35087585	35085375	35087256	35088026	35088072	2559	143,133,152	74,64,44	170,142,140	91,65,105	429	100	0.0833107009469	0.4210228551771005	0.311,0.326,0.446	0.303,0.337,0.237	0.069
2560	"Gm867"	NA	chrNC_000076.7	-	75775546	75775672	75775553	75775672	75774100	75774187	2560	0,4,2	0,2,0	9,9,4	0,0,0	107	100	1	1.0	NA,0.651,1.0	1.0,1.0,1.0	-0.174
2561	"Gm867"	NA	chrNC_000076.7	-	75775546	75775672	75775553	75775672	75775075	75775190	2561	2,6,10	0,3,2	8,13,7	4,2,5	107	100	0.356978638003	0.8984805327839952	1.0,0.651,0.824	0.651,0.859,0.567	0.133
2562	"Gm867"	NA	chrNC_000076.7	-	75775546	75775672	75775553	75775672	75775239	75775314	2562	166,221,310	5,9,17	461,162,233	40,14,21	107	100	0.00168000169916	0.04307380503289737	0.969,0.958,0.945	0.915,0.915,0.912	0.043
2563	"Smarcb1"	NA	chrNC_000076.7	-	75752606	75752745	75752633	75752745	75750897	75751027	2563	445,460,508	257,301,267	481,507,395	279,254,210	127	100	0.418862818985	0.958024655291903	0.577,0.546,0.6	0.576,0.611,0.597	-0.02
2564	"Ngb"	NA	chrNC_000078.7	-	87146757	87146889	87146769	87146889	87144304	87145320	2564	0,0,1	6,2,18	0,0,4	10,5,8	112	100	0.226346301547	0.7194388570732849	0.0,0.0,0.047	0.0,0.0,0.309	-0.087
2565	"Cabin1"	NA	chrNC_000076.7	-	75487553	75488976	75488708	75488976	75483890	75484055	2565	53,41,64	225,237,212	57,89,57	246,263,254	1255	100	0.401172447933	0.9468860179706778	0.018,0.014,0.023	0.018,0.026,0.018	-0.002
2566	"Cabin1"	NA	chrNC_000076.7	-	75549286	75549465	75549373	75549465	75530548	75530880	2566	144,113,119	0,1,0	126,129,144	3,0,1	187	100	0.98484004983	1.0	1.0,0.984,1.0	0.957,1.0,0.987	0.013
2567	"Cabin1"	NA	chrNC_000076.7	-	75549286	75549465	75549373	75549465	75535746	75535929	2567	249,177,221	42,41,74	231,215,228	47,27,66	187	100	0.402951745631	0.9470015214370209	0.76,0.698,0.615	0.724,0.81,0.649	-0.037
2568	"Gucd1"	NA	chrNC_000076.7	-	75347754	75347990	75347905	75347990	75346954	75347120	2568	11,4,7	43,56,31	9,10,5	51,53,46	251	100	0.892218247352	1.0	0.092,0.028,0.083	0.066,0.07,0.042	0.008
2569	"Tmem220"	NA	chrNC_000077.7	+	66921887	66922011	66921887	66922007	66923006	66923066	2569	40,33,51	0,3,1	56,32,15	0,0,0	104	100	0.488538403345	1.0	1.0,0.914,0.98	1.0,1.0,1.0	-0.035
2570	"Cluap1"	NA	chrNC_000082.7	+	3726547	3727389	3726547	3727165	3729314	3729426	2570	8,10,23	6,4,6	0,11,34	11,5,3	324	100	0.396779917553	0.9422265845103869	0.292,0.436,0.542	0.0,0.404,0.778	0.029
2571	"Cluap1"	NA	chrNC_000082.7	+	3726850	3727165	3726850	3727017	3729314	3729426	2571	19,7,18	239,231,270	18,18,12	280,249,236	248	100	0.860413594589	1.0	0.031,0.012,0.026	0.025,0.028,0.02	-0.001
2572	"Cluap1"	NA	chrNC_000082.7	+	3726850	3727389	3726850	3727017	3729314	3729426	2572	21,13,35	239,231,270	7,24,43	280,249,236	472	100	0.897982546336	1.0	0.018,0.012,0.027	0.005,0.02,0.037	-0.002
2573	"Cluap1"	NA	chrNC_000082.7	+	3729314	3729426	3729314	3729418	3731148	3731233	2573	212,277,311	0,0,1	384,209,272	2,0,2	108	100	1	1.0	1.0,1.0,0.997	0.994,1.0,0.992	0.004
2574	"Cluap1"	NA	chrNC_000082.7	+	3741703	3742597	3741703	3741837	3746353	3746495	2574	20,28,33	199,260,272	24,11,8	337,249,240	860	100	0.191795041195	0.6617098920810263	0.012,0.012,0.014	0.008,0.005,0.004	0.007
2575	"Cluap1"	NA	chrNC_000082.7	+	3755149	3755245	3755149	3755227	3755422	3755478	2575	6,3,8	5,4,5	15,2,1	10,6,8	118	100	0.15938834635	0.6001944461251764	0.504,0.389,0.576	0.56,0.22,0.096	0.198
2577	"Ube2d1"	NA	chrNC_000076.7	-	71120813	71121048	71120930	71121048	71098028	71098092	2577	0,0,0	166,162,128	1,0,0	155,148,224	217	100	1	1.0	0.0,0.0,0.0	0.003,0.0,0.0	-0.001
2578	"Zfp942"	NA	chrNC_000083.7	-	22160706	22160831	22160757	22160831	22151973	22152094	2578	52,49,45	0,1,0	62,44,59	7,4,0	151	100	0.000270710090278	0.013965267178402945	1.0,0.97,1.0	0.854,0.879,1.0	0.079
2579	"Fam13c"	NA	chrNC_000076.7	+	70276866	70276967	70276866	70276905	70284587	70284644	2579	0,6,0	67,97,87	2,1,5	91,93,158	162	100	0.896208865774	1.0	0.0,0.037,0.0	0.013,0.007,0.019	-0.001
2580	"Actr6"	NA	chrNC_000076.7	-	89564002	89564084	89564015	89564084	89562498	89562622	2580	10,14,10	67,78,62	6,7,7	101,59,71	113	100	0.028323445995	0.23675351069001	0.117,0.137,0.125	0.05,0.095,0.08	0.051
2581	"Ank3"	NA	chrNC_000076.7	+	69817945	69818027	69817945	69817991	69821912	69829592	2581	73,102,28	0,1,0	61,55,180	3,0,1	136	100	1	1.0	1.0,0.987,1.0	0.937,1.0,0.993	0.019
2582	"Ank3"	NA	chrNC_000076.7	+	69817945	69818027	69817945	69817991	69821918	69824462	2582	36,47,17	0,0,0	39,25,73	0,0,2	136	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.964	0.012
2583	"Ank3"	NA	chrNC_000076.7	+	69817945	69818027	69817945	69817991	69830201	69830276	2583	89,72,56	0,8,0	84,70,113	13,8,7	136	100	0.00245549910619	0.05361173048514833	1.0,0.869,1.0	0.826,0.865,0.922	0.085
2584	"Ank3"	NA	chrNC_000076.7	+	69821912	69828305	69821912	69824462	69830201	69830276	2584	1845,2322,989	9,16,6	1242,1496,5661	3,15,40	3943	100	0.668202252798	1.0	0.839,0.786,0.807	0.913,0.717,0.782	0.007
2585	"Ank3"	NA	chrNC_000076.7	+	69821912	69829592	69821912	69824462	69830201	69830276	2585	2166,2683,1151	9,16,6	1435,1746,6233	3,15,40	5230	100	0.621616045581	1.0	0.821,0.762,0.786	0.901,0.69,0.749	0.01
2586	"Ank3"	NA	chrNC_000076.7	+	69821912	69829592	69821912	69828305	69830201	69830276	2586	350,411,178	29,50,16	215,296,685	22,46,113	1387	100	0.0384801794062	0.28250247297861714	0.465,0.372,0.445	0.413,0.317,0.304	0.083
2592	"Morc2a"	NA	chrNC_000077.7	+	3634613	3634748	3634613	3634745	3634837	3634892	2592	25,27,38	70,62,96	23,32,28	95,111,89	103	100	0.0796453214272	0.4105658566991774	0.257,0.297,0.278	0.19,0.219,0.234	0.063
2593	"Arid5b"	NA	chrNC_000076.7	-	68112581	68114014	68113759	68114014	68078833	68079059	2593	5,15,8	33,24,17	6,16,5	40,23,16	1278	100	0.769709946883	1.0	0.012,0.047,0.036	0.012,0.052,0.024	0.002
2594	"Rtkn2"	NA	chrNC_000076.7	+	67823136	67823342	67823136	67823333	67833394	67833453	2594	0,0,2	0,5,4	0,0,0	5,1,4	109	100	1	1.0	NA,0.0,0.314	0.0,0.0,0.0	0.157
2595	"E430024I08Rik"	NA	chrNC_000079.7	-	74589464	74596678	74591495	74596678	74585978	74586105	2595	196,131,166	5,5,3	190,204,176	10,1,0	2131	100	0.1943962887	0.6646894308567699	0.648,0.551,0.722	0.471,0.905,1.0	-0.152
2596	"E430024I08Rik"	NA	chrNC_000079.7	-	74611285	74611722	74611327	74611722	74610700	74610785	2596	0,0,1	0,0,0	2,0,0	0,0,6	142	100	1	1.0	NA,NA,1.0	1.0,NA,0.0	0.5
2597	"Nrbf2"	NA	chrNC_000076.7	-	67119713	67121076	67120875	67121076	67111348	67111433	2597	5,9,4	88,92,83	22,31,15	63,87,109	1262	100	0.000106194694036	0.0075494550822528	0.004,0.008,0.004	0.027,0.027,0.011	-0.016
2599	"Erg28"	NA	chrNC_000078.7	-	85866177	85866343	85866252	85866343	85862220	85862967	2599	10,8,4	0,0,0	3,10,5	0,0,1	175	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.741	0.086
2600	"Erg28"	NA	chrNC_000078.7	-	85866177	85866343	85866252	85866343	85863089	85863208	2600	8,10,13	373,414,442	13,20,15	382,428,467	175	100	0.090733821426	0.4422746272299907	0.012,0.014,0.017	0.019,0.026,0.018	-0.007
2601	"Rufy2"	NA	chrNC_000076.7	+	62843452	62843547	62843452	62843543	62845134	62845183	2601	120,155,122	10,17,4	100,127,125	19,7,13	104	100	0.177868991386	0.6342643367514286	0.92,0.898,0.967	0.835,0.946,0.902	0.034
2603	"Plp1"	NA	chrNC_000086.8	+	135732701	135732963	135732701	135732858	135734016	135734185	2603	155,46,43	91,63,70	124,148,109	112,118,89	205	100	0.290916148713	0.8168255160113167	0.454,0.263,0.231	0.351,0.38,0.374	-0.052
2604	"Stox1"	NA	chrNC_000076.7	-	62499733	62502104	62501904	62502104	62494821	62495446	2604	635,1024,1103	27,42,65	1305,1073,770	71,40,49	2271	100	0.736354183748	1.0	0.509,0.518,0.428	0.447,0.542,0.409	0.019
2605	"Ddx50"	NA	chrNC_000076.7	-	62477815	62478733	62478554	62478733	62476523	62476641	2605	110,132,108	541,517,523	129,120,201	483,479,439	839	100	0.00158739196619	0.04133134858551851	0.024,0.03,0.024	0.031,0.029,0.052	-0.011
2606	"Ddx50"	NA	chrNC_000076.7	-	62482692	62482980	62482750	62482980	62479075	62479151	2606	744,658,665	3,7,7	614,703,704	6,1,3	158	100	0.857081221112	1.0	0.994,0.983,0.984	0.985,0.998,0.993	-0.005
2607	"Supv3l1"	NA	chrNC_000076.7	-	62279157	62279342	62279173	62279342	62276913	62277025	2607	14,7,5	157,139,113	7,11,17	123,127,99	116	100	0.0932694454545	0.44786427874600687	0.071,0.042,0.037	0.047,0.069,0.129	-0.032
2608	"Hkdc1"	NA	chrNC_000076.7	-	62241124	62241387	62241203	62241387	62239270	62239426	2608	0,0,0	0,2,1	0,0,2	8,1,2	179	100	1	1.0	NA,0.0,0.0	0.0,0.0,0.358	-0.119
2610	"Gga1"	NA	chrNC_000081.7	+	78777366	78777552	78777366	78777536	78777738	78777849	2610	4,5,7	438,463,484	2,1,8	430,439,449	116	100	1	1.0	0.008,0.009,0.012	0.004,0.002,0.015	0.003
2611	"Sar1a"	NA	chrNC_000076.7	+	61519839	61520110	61519839	61519966	61520658	61520732	2611	2,5,10	20,14,29	5,4,10	29,24,15	244	100	0.859737138288	1.0	0.039,0.128,0.124	0.066,0.064,0.215	-0.018
2612	"Rbm10"	NA	chrNC_000086.8	+	20483741	20484321	20483741	20484290	20486212	20486353	2612	0,4,5	163,176,190	1,2,11	166,195,179	131	100	0.276812948964	0.7950667228894059	0.0,0.017,0.02	0.005,0.008,0.045	-0.007
2613	"Rbm10"	NA	chrNC_000086.8	+	20511675	20511836	20511675	20511833	20512007	20512105	2613	105,100,72	66,58,63	95,77,83	84,76,80	103	100	0.0429011282747	0.29955943356407794	0.607,0.626,0.526	0.523,0.496,0.502	0.079
2615	"Cdh23"	NA	chrNC_000076.7	-	60140439	60140726	60140603	60140726	60140202	60140307	2615	1,3,2	0,4,0	4,5,8	0,0,1	264	100	0.0578568584695	0.35015927656629203	1.0,0.221,1.0	1.0,1.0,0.752	-0.177
2616	"Cdh23"	NA	chrNC_000076.7	-	60157030	60157262	60157254	60157262	60155345	60155462	2616	4,4,4	0,0,1	4,6,8	0,2,0	324	100	0.747446008561	1.0	1.0,1.0,0.552	1.0,0.481,1.0	0.024
2617	"Dnajb12"	NA	chrNC_000076.7	+	59732171	59732317	59732171	59732269	59733312	59735118	2617	165,162,112	113,109,92	127,166,118	93,71,105	148	100	0.618650879486	1.0	0.497,0.501,0.451	0.48,0.612,0.432	-0.025
2618	"Dnajb12"	NA	chrNC_000076.7	+	59732171	59732323	59732171	59732269	59733312	59735118	2618	215,194,163	113,109,92	163,219,151	93,71,105	154	100	0.656879292382	1.0	0.553,0.536,0.535	0.532,0.667,0.483	-0.019
2619	"Dnajb12"	NA	chrNC_000076.7	+	59732171	59732323	59732171	59732317	59733312	59735118	2619	102,85,92	52,53,41	83,114,69	47,61,36	106	100	0.840191823729	1.0	0.649,0.602,0.679	0.625,0.638,0.644	0.008
2623	"Ccdc138"	NA	chrNC_000076.7	+	58333524	58334497	58333524	58333884	58334990	58335035	2623	71,54,49	40,40,44	81,48,58	73,36,34	713	100	0.7579266522	1.0	0.199,0.159,0.135	0.135,0.158,0.193	0.002
2624	"Ccdc138"	NA	chrNC_000076.7	+	58376619	58380510	58376619	58376736	58380738	58380931	2624	141,232,196	22,41,42	254,151,256	54,23,34	3874	100	0.561639936815	1.0	0.142,0.127,0.108	0.108,0.145,0.163	-0.013
2625	"Lims1"	NA	chrNC_000076.7	+	58254468	58254657	58254468	58254608	58257275	58260511	2625	10,6,7	2,4,5	5,5,12	3,1,4	149	100	0.586588445698	1.0	0.77,0.502,0.484	0.528,0.77,0.668	-0.07
2627	"Lilrb4b"	NA	chrNC_000076.7	+	51356756	51356854	51356756	51356849	51357001	51357037	2627	21,51,27	50,118,57	16,19,1	32,64,23	105	100	0.114675938945	0.5007516000598333	0.286,0.292,0.311	0.323,0.22,0.04	0.102
2629	"Hace1"	NA	chrNC_000076.7	+	45550997	45551116	45550997	45551112	45552476	45552626	2629	0,0,2	3,2,1	12,0,11	0,0,9	104	100	1	1.0	0.0,0.0,0.658	1.0,NA,0.54	-0.551
2630	"Mtres1"	NA	chrNC_000076.7	-	43406361	43406666	43406593	43406666	43401128	43401404	2630	14,6,4	240,210,167	12,8,10	176,219,323	332	100	0.733316447881	1.0	0.017,0.009,0.007	0.02,0.011,0.009	-0.002
2631	"Mtres1"	NA	chrNC_000076.7	-	43406361	43406666	43406593	43406666	43401207	43402650	2631	14,6,4	5,4,3	12,8,9	0,2,7	332	100	0.216020295446	0.7003535023276349	0.458,0.311,0.287	1.0,0.546,0.279	-0.256
2632	"Opa1"	NA	chrNC_000082.7	+	29436939	29437126	29436939	29437105	29439198	29439351	2632	3,4,0	287,282,259	3,0,0	274,322,371	121	100	1	1.0	0.009,0.012,0.0	0.009,0.0,0.0	0.004
2633	"Bcl11a"	NA	chrNC_000077.7	+	24026805	24027809	24026805	24027431	24028273	24028445	2633	2,8,2	0,0,0	8,3,33	0,0,1	478	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.873	0.042
2634	"Bcl11a"	NA	chrNC_000077.7	+	24113145	24114888	24113145	24113288	24122698	24123194	2634	268,583,209	10,40,22	258,268,1876	33,14,207	1700	100	0.244788430221	0.7442921609472138	0.612,0.462,0.358	0.315,0.53,0.348	0.08
2635	"Bcl11a"	NA	chrNC_000077.7	+	24113145	24115040	24113145	24113288	24122698	24123194	2635	273,585,218	10,40,22	267,270,1887	33,14,207	1852	100	0.228998077401	0.72315400942621	0.596,0.441,0.349	0.304,0.51,0.33	0.081
2636	"Bcl11a"	NA	chrNC_000077.7	+	24113145	24115168	24113145	24113288	24122698	24123194	2636	275,609,226	10,40,22	279,275,1921	33,14,207	1980	100	0.214563645782	0.698174693383997	0.581,0.435,0.342	0.299,0.498,0.319	0.081
2637	"Bcl11a"	NA	chrNC_000077.7	+	24113145	24115040	24113145	24114888	24122698	24123194	2637	20,23,12	15,21,3	19,10,74	10,8,63	252	100	0.677057010636	1.0	0.346,0.303,0.613	0.43,0.332,0.318	0.061
2638	"Bcl11a"	NA	chrNC_000077.7	+	24113145	24115168	24113145	24114888	24122698	24123194	2638	22,47,20	15,21,3	31,15,108	10,8,63	380	100	0.605390761251	1.0	0.278,0.371,0.637	0.449,0.33,0.311	0.065
2639	"Bcl11a"	NA	chrNC_000077.7	+	24113145	24115168	24113145	24115040	24122698	24123194	2639	3,24,8	1,0,0	13,7,37	1,2,3	228	100	0.0046971484867	0.07834512210865877	0.568,1.0,1.0	0.851,0.606,0.844	0.089
2640	"Nagpa"	NA	chrNC_000082.7	-	5016385	5016487	5016439	5016487	5015575	5015677	2640	0,5,7	54,59,61	1,4,4	27,40,33	154	100	0.934425095641	1.0	0.0,0.052,0.069	0.023,0.061,0.073	-0.012
2641	"Fhip2b"	NA	chrNC_000080.7	-	70829014	70829187	70829091	70829187	70827779	70827884	2641	154,163,176	4,7,2	170,213,197	5,3,6	177	100	0.890634302887	1.0	0.956,0.929,0.98	0.951,0.976,0.949	-0.004
2642	"Armc2"	NA	chrNC_000076.7	-	41856373	41856593	41856409	41856593	41851354	41851453	2642	8,21,14	1,4,3	17,6,18	2,0,4	136	100	0.62002003405	1.0	0.855,0.794,0.774	0.862,1.0,0.768	-0.069
2643	"Armc2"	NA	chrNC_000076.7	-	41856373	41856593	41856516	41856593	41851354	41851453	2643	34,44,42	21,26,32	56,28,56	48,24,18	243	100	0.879603954397	1.0	0.4,0.411,0.351	0.324,0.324,0.561	-0.016
2644	"Armc2"	NA	chrNC_000076.7	-	41856409	41856593	41856516	41856593	41851354	41851453	2644	27,27,31	21,26,32	41,22,42	48,24,18	207	100	0.713176735608	1.0	0.383,0.334,0.319	0.292,0.307,0.53	-0.031
2648	"Ccdc162"	NA	chrNC_000076.7	-	41429399	41429564	41429411	41429564	41429068	41429203	2648	5,16,14	32,61,84	44,14,14	111,43,49	112	100	0.0129025797152	0.15171841280818626	0.122,0.19,0.13	0.261,0.225,0.203	-0.082
2649	"Ppil6"	NA	chrNC_000076.7	+	41366444	41366812	41366444	41366617	41370514	41370610	2649	33,24,34	141,230,230	43,25,29	413,195,195	295	100	0.22198218576	0.7125186238177029	0.074,0.034,0.048	0.034,0.042,0.048	0.011
2650	"Sncaip"	NA	chrNC_000084.7	+	52901304	52902130	52901304	52901530	52971035	52971138	2650	22,41,64	18,18,22	103,37,37	23,23,25	700	100	0.799285984855	1.0	0.149,0.246,0.294	0.39,0.187,0.175	-0.021
2651	"Mfsd4b4"	NA	chrNC_000076.7	-	39774119	39775202	39774909	39775202	39770767	39770936	2651	91,103,92	30,29,36	99,120,135	33,23,22	890	100	0.0589404820907	0.35254282699463896	0.254,0.285,0.223	0.252,0.37,0.408	-0.089
2652	"Mfsd4b4"	NA	chrNC_000076.7	-	39774119	39775202	39774909	39775202	39771507	39771992	2652	94,104,92	5,1,1	99,120,135	1,1,3	890	100	0.427750291689	0.9667146457560882	0.679,0.921,0.912	0.918,0.931,0.835	-0.057
2653	"Egfl8"	NA	chrNC_000083.7	-	34832703	34832904	34832750	34832904	34832173	34832555	2653	2,4,1	5,6,4	5,0,1	9,6,9	147	100	0.339718922378	0.8812510659706535	0.214,0.312,0.145	0.274,0.0,0.07	0.109
2656	"Fam229b"	NA	chrNC_000076.7	-	38996221	38996392	38996253	38996392	38994799	38995030	2656	9,9,16	168,243,222	25,23,13	274,178,250	132	100	0.0292706709556	0.23988788396065533	0.039,0.027,0.052	0.065,0.089,0.038	-0.025
2657	"Tbc1d22b"	NA	chrNC_000083.7	+	29790638	29790768	29790638	29790709	29791943	29792072	2657	9,15,17	129,106,99	9,14,16	145,105,180	159	100	0.237084953546	0.7366975403730803	0.042,0.082,0.097	0.038,0.077,0.053	0.018
2658	"Zup1"	NA	chrNC_000076.7	-	33803396	33803617	33803498	33803617	33795137	33795371	2658	106,122,116	3,7,7	126,79,92	6,1,3	202	100	0.255144482056	0.7617989093865754	0.946,0.896,0.891	0.912,0.975,0.938	-0.031
2659	"Hddc2"	NA	chrNC_000076.7	+	31189400	31189694	31189400	31189479	31190510	31190632	2659	3,13,5	91,92,113	1,6,13	107,139,167	315	100	0.285415062041	0.8092390531456691	0.01,0.043,0.014	0.003,0.014,0.024	0.009
2660	"Hddc2"	NA	chrNC_000076.7	+	31202017	31202156	31202017	31202152	31203876	31204200	2660	124,193,195	2,5,3	201,194,256	1,7,6	104	100	0.703868252302	1.0	0.984,0.974,0.984	0.995,0.964,0.976	0.002
2662	"Dcaf5"	NA	chrNC_000078.7	-	80482958	80483375	80483137	80483375	80451328	80451472	2662	336,329,301	20,23,28	372,341,344	35,28,49	279	100	0.0443462807117	0.3042546787945113	0.858,0.837,0.794	0.792,0.814,0.716	0.056
2663	"Slc18b1"	NA	chrNC_000076.7	+	23672875	23673205	23672875	23673081	23674643	23674783	2663	2,0,1	107,102,119	0,0,0	98,114,101	224	100	1	1.0	0.008,0.0,0.004	0.0,0.0,0.0	0.004
2665	"Dcaf11"	NA	chrNC_000080.7	+	55797897	55798275	55797897	55798084	55798531	55798876	2665	58,68,68	70,78,82	82,59,101	94,97,74	291	100	0.689201027041	1.0	0.222,0.231,0.222	0.231,0.173,0.319	-0.016
2666	"Dcaf11"	NA	chrNC_000080.7	+	55797897	55798432	55797897	55798084	55798531	55798876	2666	111,103,102	70,78,82	155,119,166	94,97,74	448	100	0.230620755466	0.7257419897523689	0.261,0.228,0.217	0.269,0.215,0.334	-0.037
2667	"Dcaf11"	NA	chrNC_000080.7	+	55797897	55798432	55797897	55798275	55798531	55798876	2667	54,49,39	1,14,5	75,61,72	2,1,7	257	100	0.0379981259195	0.28061940582756056	0.955,0.577,0.752	0.936,0.96,0.8	-0.137
2668	"Dcaf11"	NA	chrNC_000080.7	+	55797897	55798275	55797897	55798084	55798666	55798899	2668	60,58,64	12,13,14	82,60,97	12,22,17	291	100	0.965405972821	1.0	0.632,0.605,0.611	0.701,0.484,0.662	0.0
2669	"Dcaf11"	NA	chrNC_000080.7	+	55798531	55798899	55798531	55798876	55800348	55800476	2669	339,349,350	77,73,75	344,298,336	103,86,92	123	100	0.0282548882008	0.23658862517348025	0.782,0.795,0.791	0.731,0.738,0.748	0.05
2670	"Gm26740"	NA	chrNC_000076.7	-	22085861	22095670	22087879	22095670	22082777	22082839	2670	1,0,0	0,0,4	0,2,0	0,0,0	2118	100	1	1.0	1.0,NA,0.0	NA,1.0,NA	-0.5
2671	"Gm26740"	NA	chrNC_000076.7	-	22085861	22095670	22095523	22095670	22082777	22082839	2671	146,71,63	1,0,0	110,92,71	0,0,0	9762	100	1	1.0	0.599,1.0,1.0	1.0,1.0,1.0	-0.134
2672	"Gm26740"	NA	chrNC_000076.7	-	22087879	22095670	22095523	22095670	22082777	22082839	2672	145,71,67	1,0,0	110,90,71	0,0,0	7744	100	1	1.0	0.652,1.0,1.0	1.0,1.0,1.0	-0.116
2674	"Hbs1l"	NA	chrNC_000076.7	+	21243540	21243730	21243540	21243685	21244187	21244788	2674	0,0,1	188,179,178	1,2,2	180,197,237	145	100	1	1.0	0.0,0.0,0.004	0.004,0.007,0.006	-0.004
2675	"Poli"	NA	chrNC_000084.7	-	70658414	70658599	70658446	70658599	70656233	70656470	2675	2,3,10	72,51,63	8,5,20	64,59,101	132	100	0.0408749197381	0.291904026477198	0.021,0.043,0.107	0.087,0.06,0.13	-0.035
2676	"Poli"	NA	chrNC_000084.7	-	70659592	70659792	70659627	70659792	70656233	70656470	2676	5,3,9	1,0,0	14,5,7	0,2,0	135	100	1	1.0	0.787,1.0,1.0	1.0,0.649,1.0	0.046
